塘沽区新港街世纪祥和家园(滨海),"119.827621,33.995647"
西青区中北万科假日风景,"117.086616,39.128425"
武清区杨村街新城悦隽央著,"117.093068,39.320443"
武清区杨村街翠景园(武清),"117.036271,39.383894"
武清区杨村街远洋香奈,"117.019661,39.385671"
津南区双港富力桃园天富园,"117.278411,39.038777"
西青区中北枫桦园,"117.081601,39.131151"
武清区杨村街盛世郦园,"117.038445,39.389626"
武清区杨村街金都花园(武清),"117.031876,39.399333"
西青区中北旭辉御府,"117.073272,39.119966"
武清区杨村街雍鑫红星华府,"117.001396,39.399866"
武清区杨村街盛世睿园,"117.023169,39.392362"
武清区杨村街雍鑫红星华府,"117.001396,39.399866"
武清区杨村街雍鑫红星华府,"117.001396,39.399866"
武清区杨村街保利上河雅颂(北区),"117.043552,39.387714"
塘沽区新港街世纪祥和家园(滨海),"119.827621,33.995647"
武清区黄庄街雍华园,"117.050597,39.389871"
北辰区集贤里盛仓新苑炎黄园,"117.13568,39.240808"
武清区杨村街五一阳光锦园,"117.093068,39.320443"
塘沽区工农村街融科贻锦台,"117.65593,39.070595"
河东区春华街华光里,"117.237254,39.155498"
武清区杨村街经纬城市绿洲学知华庭,"117.016348,39.384932"
塘沽区新港街世纪祥和家园(滨海),"119.827621,33.995647"
武清区杨村街经纬城市绿洲学知华庭,"117.016348,39.384932"
塘沽区杭州道街贻成奥林花园,"117.661128,39.051597"
塘沽区工农村街广厦富城,"121.381294,31.122267"
河东区富民路雅仕兰庭,"117.277044,39.095482"
武清区杨村街蒲瑞馨园(北区),"117.009987,39.407095"
武清区下朱庄街新城梧桐公馆,"117.090443,39.348775"
塘沽区新港街紫云园,"116.712543,39.91936"
武清区杨村街经纬城市绿洲学知华庭,"117.016348,39.384932"
北辰区双街镇国耀上河城,"117.110534,39.271231"
河西区柳林东江南里,"117.27757,39.072446"
西青区新梅江南境界梅江逸波园,"117.205791,39.049149"
武清区杨村街盛世家园,"117.035925,39.386815"
塘沽区西大沽街远景庄园,"117.672413,38.99376"
西青区中北金隅满堂红杉花苑,"117.099027,39.126402"
塘沽区胡家园街远洋城滨雅花园,"106.476313,29.536468"
武清区杨村街经纬城市绿洲学知华庭,"117.016348,39.384932"
河东区春华街万春美钻大厦,"117.220261,39.150359"
塘沽区新港街紫云园,"116.712543,39.91936"
塘沽区杭州道街碧海兰庭,"117.652384,39.040508"
塘沽区杭州道街治国里,"117.662999,39.042475"
武清区杨村街经纬城市绿洲学知华庭,"117.016348,39.384932"
武清区杨村街盛世家园,"117.035925,39.386815"
武清区杨村街新城悦隽央著,"117.093068,39.320443"
北辰区天穆天辰世纪天和丽园,"117.168759,39.204867"
北辰区双街镇融创半湾半岛,"117.101681,39.279592"
和平区滨江道察哈尔路小区,"117.196906,39.131429"
北辰区瑞景街宝翠花都瞰景园,"117.114223,39.203571"
红桥区西营门街和苑全和园,"117.157518,39.173286"
塘沽区西大沽街碧水庄园,"116.285612,40.121738"
武清区杨村街枫丹天城,"117.030596,39.395176"
河西区天塔富诚东里,"117.196225,39.075031"
西青区杨柳青柳馨园,"117.026915,39.122368"
东丽区空港经济区万科新里程家园,"117.414482,39.153946"
东丽区空港经济区大唐筑雅园,"117.419026,39.153347"
西青区杨柳青启运里,"117.033226,39.123459"
武清区黄庄街世茂国风雅颂,"117.046223,39.361221"
大港区古林街海榕园,"116.294863,39.812752"
武清区下朱庄街景汇名园,"117.093646,39.352038"
塘沽区新港街紫云国际,"121.303714,31.025132"
北辰区天穆天辰世纪天和丽园,"117.168759,39.204867"
武清区徐官屯街运泽花园小区(北区),"117.085117,39.399277"
西青区海泰高新区保利拾光年和光北苑,"117.08446,39.106611"
东丽区东丽湖赏湖苑,"117.496585,39.188883"
西青区新梅江南富力津门湖澄澜花园,"117.209681,39.053888"
津南区双港金地艺华年盈翠名苑,"117.288919,39.01663"
西青区杨柳青宝安江南城,"117.009761,39.129896"
武清区豆张庄镇北新玉龙湾,"116.985595,39.43534"
西青区精武旭辉燕南园,"117.127777,39.037172"
北辰区瑞景街宝翠花都瞰景园,"117.114223,39.203571"
大港区迎宾街晨晖里,"117.47259,38.855178"
东丽区张贵庄街金隅悦城品香苑,"117.317022,39.112174"
河东区中山门中山门东里,"117.276415,39.112643"
西青区李七庄万科东第,"117.193142,39.055194"
武清区杨村街新城悦隽央著,"117.093068,39.320443"
武清区杨村街香雍玖和,"117.093068,39.320443"
武清区杨村街新城悦隽央著,"117.093068,39.320443"
武清区杨村街新城悦隽央著,"117.093068,39.320443"
武清区杨村街翠景园(武清),"117.036271,39.383894"
武清区杨村街北岸尚城,"117.016813,39.390667"
滨海新区中新生态城宝龙城北苑,"117.748121,39.13105"
北辰区瑞景街盛庭名景花园,"117.112722,39.218734"
武清区杨村街经纬城市绿洲学知华庭,"117.016348,39.384932"
津南区双港香雪苑,"117.29005,39.023861"
大港区古林街福渔园,"117.499035,38.855675"
武清区杨村街经纬城市绿洲学知华庭,"117.016348,39.384932"
大港区古林街海清园,"116.348358,40.038905"
河北区江都路街通达新苑,"117.246059,39.16843"
滨海新区中新生态城美林园,"117.748121,39.13105"
津南区辛庄首创城星景苑,"117.346341,39.029215"
北辰区青光泽信公园御府,"117.08063,39.217445"
东丽区张贵庄街金隅悦城丽悦园,"117.326563,39.11556"
河东区常州道大众家园,"117.267086,39.15765"
津南区双港香雪苑,"117.29005,39.023861"
东丽区张贵庄街金隅悦城秀悦园,"117.322915,39.116239"
滨海新区中新生态城宝龙城北苑,"117.748121,39.13105"
武清区杨村街北岸尚城,"117.016813,39.390667"
武清区杨村街经纬城市绿洲学知华庭,"117.016348,39.384932"
北辰区双街镇融创半湾半岛,"117.101681,39.279592"
西青区李七庄融泰城,"117.15622,39.056378"
滨海新区滨海城区景瑞塘沽湾陆号,"117.617925,38.990536"
塘沽区西大沽街碧水庄园,"116.285612,40.121738"
塘沽区新港街中国塘,"117.686319,39.017601"
大港区古林街福渔园,"117.499035,38.855675"
塘沽区工农村街中海津湖湾,"116.393361,39.925757"
北辰区集贤里紫罗园,"117.141643,39.243215"
东丽区金钟街溪水湾花园,"117.271186,39.167427"
北辰区北仓蓝岸森林,"117.15203,39.218547"
静海区静海镇泰悦欣园,"116.93057,38.947072"
武清区杨村街富力尚悦居,"117.024891,39.397252"
静海区静海镇裕华园,"116.967585,38.94501"
东丽区新立镇金银里,"117.344149,39.096046"
武清区杨村街新城悦隽央著,"117.093068,39.320443"
塘沽区工农村街贻成豪庭,"117.659991,39.074564"
武清区豆张庄镇经纬城市绿洲学府华庭,"116.997663,39.405926"
津南区双港新尚园,"117.299265,39.016194"
静海区静海镇禹洲尊府,"116.970988,38.960065"
东丽区张贵庄街金隅悦城秀悦园,"117.322915,39.116239"
津南区双港金地艺华年盈翠名苑,"117.288919,39.01663"
开发区区第五大街万科金域蓝湾,"114.996337,35.804964"
河东区大直沽宫前园,"117.246097,39.115905"
北辰区双街镇柴楼新庄园隆园,"117.108835,39.273338"
大港区世纪大道福汇园,"117.49167,38.860238"
西青区中北枫桥园,"117.09182,39.135516"
西青区大寺金泽园,"117.226887,39.012072"
津南区津南八里台中海公园城滟湖苑,"117.360885,38.9232"
河东区大直沽东和家园,"117.255503,39.118857"
滨海新区中新生态城季景华庭,"117.756403,39.121293"
武清区杨村街枫丹天城,"117.030596,39.395176"
津南区咸水沽蓝光雍锦香颂,"117.422658,39.000884"
塘沽区新河街南益名士华庭海棠苑,"117.638473,39.058134"
滨海新区中新生态城贻成学府壹号,"117.772995,39.137152"
东丽区万新街香邑国际,"117.312833,39.144185"
塘沽区新河街南益名士华庭(一期),"117.638473,39.058134"
北辰区瑞景街燕宇艺术家园,"117.128112,39.204179"
津南区海河教育园区融创中央学府(东区),"117.394775,39.012124"
塘沽区工农村街中建滨海壹号小区,"116.171294,39.873781"
北辰区瑞景街宝翠花都探景园,"117.115331,39.201591"
西青区大寺金谊花园,"117.228472,38.997635"
津南区辛庄首创城明景苑,"117.345947,39.027171"
武清区杨村街香雍玖和,"117.093068,39.320443"
东丽区程林街万隆花园,"117.289666,39.128864"
塘沽区向阳街贻丰园,"116.423059,39.816039"
滨海新区滨海城区万科滨海大都会观澜轩,"117.689359,39.015948"
津南区辛庄首创禧悦,"117.357074,39.042999"
北辰区瑞景街宝翠花都沃克小镇,"117.116259,39.205883"
大港区古林街海榕园,"116.294863,39.812752"
武清区豆张庄镇经纬城市绿洲学府华庭,"116.997663,39.405926"
东丽区华明镇雪优花园,"117.413549,39.177307"
大港区古林街海诚园,"117.51718,38.862416"
塘沽区杭州道街贻成东园,"117.675645,39.036794"
北辰区宜兴埠宜景园,"117.225677,39.195265"
塘沽区工农村街盛星东海岸,"117.648259,39.06919"
武清区杨村街馨达园(武清),"117.093068,39.320443"
津南区海河教育园区龙湖天璞,"117.34242,39.001167"
塘沽区向阳街毓园,"116.325621,39.637303"
河东区东新街远翠中里,"117.287331,39.140633"
河北区靖江路街义江里,"117.257278,39.170917"
红桥区双环邨街井田公寓(南院),"117.157518,39.173286"
塘沽区塘沽新村街金达里,"117.662774,39.020415"
津南区津南八里台星耀五洲枫情阳光城(别墅),"117.364134,38.905836"
武清区杨村街广厦南里东区,"117.06279,39.37607"
武清区杨村街经纬城市绿洲学知华庭,"117.016348,39.384932"
塘沽区新港街远洋心里,"120.251429,30.313859"
塘沽区新港街远洋心里,"120.251429,30.313859"
东丽区万新街昆仑北里C区,"117.2819,39.129497"
大港区古林街海居园,"113.3437,23.159948"
红桥区西营门街和苑绵和园,"117.157518,39.173286"
东丽区新立镇万科民和巷A区,"117.334876,39.100008"
北辰区瑞景街大运河府,"117.134364,39.223965"
大港区古林街滨海星河荣御,"117.5038,38.847669"
武清区杨村街亨通花园东区(北里),"117.027387,39.389799"
塘沽区新河街唐望府,"117.630953,39.040856"
东丽区新立镇万科民和巷A区,"117.334876,39.100008"
大港区古林街福芳园,"117.501596,38.862208"
武清区杨村街运泽花园小区(南区),"117.082598,39.395542"
西青区中北金隅满堂红杉花苑,"117.099027,39.126402"
北辰区瑞景街宝翠花都沃克小镇,"117.116259,39.205883"
滨海新区中新生态城凤栖梧桐翠谷园,"117.776366,39.141859"
滨海新区中新生态城双威悦馨苑,"117.769124,39.13966"
塘沽区西大沽街晟卉花园,"117.666784,38.996542"
红桥区双环邨街暖香里,"117.157518,39.173286"
武清区杨村街经纬城市绿洲学知华庭,"117.016348,39.384932"
津南区辛庄金地艺境名苑,"117.350833,39.029072"
静海区静海镇禹洲尊府,"116.970988,38.960065"
滨海新区中新生态城凤栖梧桐翠谷园,"117.776366,39.141859"
北辰区普东街宸宜花园,"117.200801,39.213453"
西青区张家窝万科四季花城文博园,"117.038454,39.062039"
塘沽区新港街鸿正富贵嘉园,"117.708144,39.013475"
武清区杨村街盛世睿园,"117.023169,39.392362"
武清区杨村街亨通花园西区,"117.023202,39.389449"
津南区辛庄首创悦山郡,"117.353105,39.041277"
河北区建昌道街嘉畅园,"117.248662,39.184914"
滨海新区滨海城区中建城澜和湾,"117.614589,38.99231"
北辰区瑞景街宝翠花都沃克小镇,"117.116259,39.205883"
北辰区瑞景街宝翠花都瞰景园,"117.114223,39.203571"
东丽区华明镇大唐印象唐雅苑,"117.408408,39.18284"
北辰区普东街宸欣家园,"117.198571,39.216327"
东丽区空港经济区远洋新干线,"117.392556,39.168667"
河西区越秀路珠海里,"117.217532,39.106244"
武清区杨村街盛世家园,"117.035925,39.386815"
南开区学府街学湖里,"117.173325,39.118587"
开发区区第三大街融科瀚棠泰怡园(滨海),"114.996337,35.804964"
大港区古林街房信海信园,"117.385242,39.274259"
北辰区双街镇融创东岸名郡,"117.099272,39.310822"
宝坻区钰华街金地新城大境,"117.301499,39.692322"
东丽区空港经济区万科新里程花园,"117.411252,39.15277"
河西区马场道文静里,"117.206033,39.100004"
北辰区北仓融创御园,"117.151904,39.237339"
武清区杨村街北岸尚城,"117.016813,39.390667"
武清区泗村店镇哈兰庄园,"116.963643,39.488635"
武清区大王古庄镇凤河孔雀城,"116.81297,39.568549"
武清区豆张庄镇京能雍清丽苑,"117.004797,39.411617"
南开区体育中心时代奥城,"117.172093,39.081604"
北辰区普东街淮兴园,"117.196954,39.223583"
东丽区程林街上东金茂智慧科学城东韵雅苑,"117.298981,39.116744"
津南区小站锦尚豪庭,"117.440834,38.927096"
南开区鼓楼大悦城大悦公寓,"117.185982,39.138926"
宝坻区钰华街白鹭湾花园,"117.277494,39.6999"
武清区汊沽港镇港福新苑,"116.958133,39.26532"
塘沽区大沽街海昌天澜,"114.282518,30.66767"
津南区双港首创暖山,"117.332341,39.042278"
红桥区西营门街和苑尚和园,"117.157518,39.173286"
滨海新区滨海城区万科滨海大都会观景轩,"117.685007,39.027073"
塘沽区大沽街海昌天澜,"114.282518,30.66767"
南开区兴南街怀庆里,"117.185046,39.132103"
滨海新区滨海城区中建煦和湾,"117.592489,38.984902"
河西区天塔天资里,"117.201676,39.08007"
河北区靖江路街义江里,"117.257278,39.170917"
河西区友谊路友谊东里,"117.219509,39.085677"
滨海新区滨海城区万科滨海大都会观澜轩,"117.689359,39.015948"
武清区大王古庄镇凤河孔雀城,"116.81297,39.568549"
津南区津南八里台中海公园城昱湖苑,"117.360908,38.91993"
武清区杨村街蒲瑞馨园(南区),"117.008985,39.403629"
武清区汊沽港镇中浩智城,"116.947377,39.273979"
武清区汊沽港镇中浩智城,"116.947377,39.273979"
津南区双港中铁十八局集团(东区),"117.307159,39.068577"
大港区古林街海川园,"117.514857,38.857522"
津南区双港香雪苑,"117.29005,39.023861"
河西区马场道新闻西里,"117.207615,39.102929"
大港区世纪大道福汇园,"117.49167,38.860238"
滨海新区滨海城区万科滨海大都会观景轩,"117.685007,39.027073"
大港区古林街朝晖里(滨海),"119.827621,33.995647"
津南区双港红磡领世郡普泰花园,"117.280447,39.025713"
滨海新区滨海城区中骏皓景湾,"117.717399,39.009416"
武清区杨村街新城悦隽央著,"117.093068,39.320443"
北辰区青光荣悦园,"117.09895,39.217256"
武清区高村镇首创国际半岛梅诺卡小镇,"116.83788,39.644415"
南开区长虹街雅园里,"117.147112,39.150755"
武清区高村镇新华联世家,"116.853808,39.641737"
河西区梅江南天浦园,"117.232146,39.051788"
北辰区瑞景街瑞益园,"117.128848,39.213848"
东丽区东丽湖东丽湖万科城阅湖苑,"117.511224,39.184448"
南开区广开街卫安北里,"117.177323,39.146891"
武清区下朱庄街碧桂园云湖,"117.09861,39.351811"
河北区江都路街汇光里,"117.246934,39.166485"
东丽区华明镇华润橡树湾仰润轩,"117.407301,39.178023"
北辰区北仓泽天下顺泽园,"117.124206,39.238114"
塘沽区大沽街海昌天澜,"114.282518,30.66767"
西青区中北正荣润璟湾,"117.08423,39.141329"
武清区杨村街富力尚悦居,"117.024891,39.397252"
北辰区瑞景街秋瑞家园,"117.112778,39.209942"
西青区杨柳青碧泉花园,"117.03053,39.140794"
武清区杨村街经纬城市绿洲学知华庭,"117.016348,39.384932"
西青区中北旭辉御府,"117.073272,39.119966"
武清区杨村街金都花园(武清),"117.031876,39.399333"
南开区向阳路留园里(南开),"117.136707,39.153142"
滨海新区中新生态城宜和澜岸,"117.742549,39.134475"
西青区中北云锦世家(北区),"117.080084,39.119324"
武清区杨村街金瑞园,"117.093068,39.320443"
塘沽区新河街四季风情,"113.247283,23.136426"
西青区新梅江南境界梅江逸涛园,"117.207188,39.048485"
津南区咸水沽津南新城合祥园,"117.401191,39.007322"
南开区王顶堤王顶堤故里,"117.143762,39.102504"
西青区李七庄融泰城,"117.15622,39.056378"
西青区李七庄融泰城,"117.15622,39.056378"
塘沽区西大沽街贻成泰和新都,"117.705973,39.041528"
滨海新区滨海城区宜禾溪岸,"117.766969,39.137959"
北辰区天穆天辰世纪天和丽园,"117.168759,39.204867"
河东区大王庄长城公寓,"117.236946,39.127845"
北辰区北仓北辰红星国际广场(商住楼),"117.145583,39.221164"
塘沽区胡家园街远洋城滨雅花园,"106.476313,29.536468"
大港区迎新街兴华里(大港),"117.652652,39.046077"
武清区豆张庄镇经纬城市绿洲学府华庭,"116.997663,39.405926"
武清区杨村街馨达园(武清),"117.093068,39.320443"
南开区王顶堤美丽心殿,"117.153806,39.114448"
河东区大王庄丰盛园,"117.2421,39.122567"
西青区新梅江南富力津门湖澄澜花园,"117.209681,39.053888"
塘沽区新河街胡北小镇,"117.623304,39.043265"
西青区大寺龙居花园二区,"117.252849,39.023515"
滨海新区中新生态城中建海纳府,"117.749378,39.140487"
北辰区果园新村丹凤里,"117.145093,39.228522"
红桥区西于庄街公元大观,"117.142466,39.18084"
河北区靖江路街琴江公寓,"117.26506,39.174683"
河东区常州道泰兴公寓,"117.256619,39.163056"
南开区水上公园育梁里,"117.164312,39.093609"
东丽区华明镇雪优花园,"117.413549,39.177307"
河东区向阳楼晨阳里,"117.254368,39.144189"
河北区建昌道街富瀛洲花园,"117.233085,39.187463"
塘沽区胡家园街新城旭辉悦隽都会,"121.358579,30.759342"
西青区精武卓越云门,"117.13232,39.047842"
和平区劝业场和平翰林公馆,"117.203573,39.126583"
津南区双港红磡领世郡人才公寓,"117.276926,39.027892"
津南区津南八里台中海公园城秀湖苑,"117.353613,38.921476"
北辰区瑞景街盛庭名景花园,"117.112722,39.218734"
南开区向阳路怡园里,"117.134433,39.152831"
西青区大寺金友花园,"117.233048,39.000191"
津南区辛庄鑫旺里,"117.356207,39.031656"
塘沽区工农村街嘉安园,"117.66376,39.065249"
北辰区果园新村东升里(北辰),"117.146895,39.226706"
西青区中北云锦世家(南区),"117.079962,39.111059"
滨海新区滨海城区旭辉滨海江来天晖苑,"117.68546,39.024062"
武清区杨村街新湾花园(北园),"117.093068,39.320443"
南开区体育中心招商钻石山星城,"117.188571,39.081199"
津南区咸水沽丰达园,"117.407054,38.989896"
津南区北闸口御惠园,"117.41274,38.961962"
北辰区双街镇柴楼新庄园金园,"117.109306,39.2753"
西青区侯台侯台花园,"117.123508,39.107076"
河北区建昌道街建昌里,"117.234514,39.180573"
武清区杨村街经纬城市绿洲华清家园,"117.01534,39.38594"
河东区大王庄新关公寓,"117.227453,39.132239"
武清区杨村街祥福园,"117.085213,39.40326"
塘沽区塘沽新村街海韵园(塘沽),"117.66602,39.027097"
河东区春华街裕阳花园,"117.220412,39.144177"
河西区挂甲寺龙都花园南园,"117.236907,39.10274"
河东区上杭路懿德园,"117.255284,39.128865"
武清区杨村街紫泉庭苑,"117.07469,39.389431"
西青区中北正荣润璟湾,"117.08423,39.141329"
武清区杨村街紫泉庭苑,"117.07469,39.389431"
东丽区空港经济区复地湖滨广场,"117.408793,39.164127"
滨海新区中新生态城贻成学府壹号,"117.772995,39.137152"
东丽区华明镇鲲栖府秀拉花园,"117.414076,39.18004"
津南区辛庄首创城星景苑,"117.346341,39.029215"
武清区泗村店镇哈兰庄园,"116.963643,39.488635"
西青区大寺金谊花园,"117.228472,38.997635"
津南区海河教育园区中海南开郡,"117.36666,38.998585"
西青区海泰高新区金融街融汇,"117.095616,39.086803"
西青区西营门盛和嘉园,"117.112912,39.171561"
武清区杨村街鸿坤原乡郡,"117.043758,39.365214"
津南区咸水沽津南新城合安园,"117.40234,39.00677"
武清区杨村街雍鑫金科集美雍阳,"117.001169,39.397564"
北辰区青光大华锦绣华城,"117.084828,39.216188"
武清区杨村街蒲瑞和园(西区),"117.016513,39.412382"
河北区建昌道街桥园里(河北),"117.245845,39.178473"
东丽区张贵庄街金隅悦城茗香苑,"117.318842,39.113718"
武清区杨村街中建壹方九里宸澜华庭,"117.093068,39.320443"
武清区豆张庄镇京能雍清丽苑,"117.004797,39.411617"
滨海新区中新生态城新城金樾府,"117.748121,39.13105"
武清区杨村街北岸尚城,"117.016813,39.390667"
滨海新区中新生态城双威悦馨苑,"117.769124,39.13966"
东丽区万新街上东金茂智慧科学城金悦雅苑,"117.298981,39.116744"
红桥区双环邨街振业名邸,"117.157518,39.173286"
武清区杨村街新湾花园(南园),"117.093068,39.320443"
津南区津南八里台公园里,"117.329071,38.947812"
北辰区北仓泽天下心泽园,"117.123499,39.2366"
滨海新区中新生态城力高阳光海岸欣海苑,"117.839632,39.175112"
塘沽区北塘街欣康苑,"121.34881,31.358623"
滨海新区中新生态城红树湾,"117.754999,39.126225"
津南区小站天山龙玺,"117.445402,38.935911"
武清区杨村街保利上河雅颂(南区),"117.040683,39.383436"
西青区李七庄富力津门湖景尚嘉郡花园,"117.209424,39.057098"
西青区李七庄汇颐花园,"117.188749,39.067726"
塘沽区北塘街御澜名邸,"117.707447,39.099797"
武清区下朱庄街保利香颂湖,"117.083394,39.337748"
静海区静海镇泰悦经典,"116.930593,38.948675"
河北区江都路街庐山里,"117.248095,39.158346"
津南区咸水沽津南新城合安园,"117.40234,39.00677"
东丽区华明镇鲲栖府香堡花园,"117.415402,39.172433"
武清区杨村街蒲瑞馨园(北区),"117.009987,39.407095"
西青区杨柳青宝安江南城,"117.009761,39.129896"
武清区下朱庄街富丽湾花园,"117.081662,39.329386"
南开区向阳路锦园东里,"117.137381,39.156343"
南开区鼓楼天越园,"117.180529,39.148905"
北辰区双街镇融创半湾半岛,"117.101681,39.279592"
北辰区普东街田园小区,"117.209164,39.209168"
武清区杨村街荔隆观邸,"117.07055,39.396063"
武清区杨村街北岸尚城,"117.016813,39.390667"
武清区下朱庄街碧桂园听湖(别墅),"117.119596,39.344053"
武清区黄庄街金泰丽舍,"117.025456,39.371437"
南开区嘉陵道云阳西里,"117.140818,39.131538"
塘沽区杭州道街贻成奥林花园,"117.661128,39.051597"
大港区古林街房信海信园,"117.385242,39.274259"
北辰区天穆中储城邦文潼花园,"117.163347,39.212234"
东丽区空港经济区远洋新干线,"117.392556,39.168667"
塘沽区新河街贻港城,"117.637366,39.040748"
河北区月牙河街开江里,"117.261372,39.16942"
滨海新区中新生态城滨海红星天铂晗园,"117.748121,39.13105"
塘沽区塘沽新村街福安里(塘沽),"117.66602,39.027097"
河东区春华街欣荣馨苑,"117.234826,39.140822"
大港区古林街海榕园,"116.294863,39.812752"
塘沽区杭州道街振业铂雅轩,"117.683503,39.034992"
武清区杨村街紫泉庭苑,"117.07469,39.389431"
西青区张家窝万科四季花城雅园,"117.044261,39.059831"
武清区杨村街红樱巷小区,"117.064692,39.390593"
河东区二号桥明家庄园,"117.311479,39.105883"
西青区中北溪清苑,"117.100655,39.133978"
津南区小站水墨兰庭,"117.456346,38.928799"
北辰区北仓蓝岸森林,"117.15203,39.218547"
河西区小海地天津全运村云实园,"117.263016,39.049631"
滨海新区中新生态城滨海红星天铂曦园,"117.783011,39.111068"
河北区靖江路街灵江里,"117.261182,39.17343"
北辰区双街镇城际美景,"117.122651,39.283211"
滨海新区中新生态城宝龙城北苑,"117.748121,39.13105"
北辰区青光荣乐园,"117.141403,39.230344"
北辰区双街镇双街新邨,"117.112741,39.27164"
北辰区青光荣居园,"117.141403,39.230344"
武清区曹子里镇花都新苑,"117.141223,39.42735"
塘沽区胡家园街远洋城滨瑞花园,"106.476313,29.536468"
武清区下朱庄街新城梧桐公馆,"117.090443,39.348775"
武清区汊沽港镇尚港华府,"116.950114,39.241011"
开发区区第三大街翠亨村,"114.996337,35.804964"
津南区双港万科仕林苑,"117.291416,39.063861"
东丽区程林街万隆花园,"117.289666,39.128864"
大港区古林街福居园,"117.49356,38.885582"
武清区下朱庄街亿利亿嘉园,"117.09861,39.351811"
北辰区北仓长瀛御龙湾,"117.131555,39.229385"
塘沽区北塘街欣雅苑,"121.633911,31.328636"
北辰区双街镇国耀上河城,"117.110534,39.271231"
宝坻区海滨街绿景家园,"117.335887,39.727279"
北辰区双街镇融创东岸名郡,"117.099272,39.310822"
津南区双港华润中央公园香薇邸,"117.300222,39.013252"
大港区古林街福欣园,"117.498836,38.86204"
武清区杨村街经纬城市绿洲学知华庭,"117.016348,39.384932"
滨海新区滨海城区中建城澜和湾,"117.614589,38.99231"
塘沽区胡家园街远洋城滨雅花园,"106.476313,29.536468"
武清区汊沽港镇雍盛花苑,"116.96086,39.24636"
滨海新区滨海城区振业御湖,"117.627856,39.076725"
河东区鲁山道清霖园,"117.278845,39.156178"
北辰区双街镇柴楼新庄园竹园,"117.113108,39.275952"
津南区北闸口天地源欧筑1898,"117.415889,38.951191"
武清区下朱庄街静湖花园(东区),"117.099232,39.347874"
塘沽区新城镇禹洲悦府,"117.617485,38.992908"
西青区李七庄金地艺英里,"117.16029,39.052468"
南开区鼓楼龙亭家园,"117.190003,39.15091"
