西青,中北镇,天津东方环球影城,13.6,3室1厅1卫,精装修,南,有,民水,商电,有,集中供暖,月付,1249,124.9,['公寓'  '精装'  '集中供暖'  '押一付一']
西青,精武镇,万科翡翠大道,9.1,4室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,1354,135.4,['公寓'  '月租'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
河东,太阳城,路劲太阳城皓阳园,15,3室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,1100,110,['公寓'  '月租'  '近地铁'  '精装'  '集中供暖'  '押一付一']
河西,大营门,东莱里,14.7,2室1厅1卫,精装修,南,无,民水,民电,有,集中供暖,月付,1848,184.8,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
津南,咸水沽,华远景瑞海蓝城,96,3室2厅1卫,精装修,南 北,有,民水,民电,有,集中供暖,半年付,1800,0,['精装'  '集中供暖'  '随时看房']
东丽,华明镇,大唐印象,9,4室1厅1卫,精装修,北,有,民水,民电,有,集中供暖,月付,829,82.9,['公寓'  '精装'  '集中供暖'  '押一付一']
河西,大营门,平安大厦,219.71,1室0厅0卫,精装修,南,有,暂无数据,暂无数据,无,自采暖,季付,20975,0,['近地铁'  '精装']
西青,张家窝,金融街融汇,12,3室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,1848,184.8,['公寓'  '独立卫生间'  '精装'  '集中供暖'  '押一付一'  '随时看房']
西青,大寺,远洋万和城,95,2室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,季付,3000,0,['精装'  '集中供暖']
东丽,张贵庄,詹滨西里,13.4,3室1厅1卫,精装修,北,无,民水,民电,有,集中供暖,月付,1186,118.6,['公寓'  '近地铁'  '精装'  '独立阳台'  '集中供暖'  '押一付一']
北辰,宜兴埠,金地艺城华府北润华庭,82,2室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,季付,2100,0,['精装'  '集中供暖']
北辰,天穆镇,正荣府,7.83,5室1厅1卫,精装修,北,有,民水,民电,有,集中供暖,月付,829,82.9,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
北辰,宜兴埠,荔红花园,8.28,3室1厅1卫,精装修,北,有,民水,民电,有,集中供暖,月付,903,90.3,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
河东,太阳城,太阳城皓阳园,8,3室1厅1卫,精装修,北,有,民水,民电,有,集中供暖,月付,976,97.6,['公寓'  '精装'  '集中供暖'  '押一付一'  '随时看房']
西青,张家窝,中骏雍景府,8.25,4室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,871,87.1,['公寓'  '精装'  '集中供暖'  '押一付一'  '随时看房']
和平,南营门街,文化村,30,1室1厅1卫,精装修,南,无,民水,民电,有,集中供暖,季付,2100,210,['新上'  '近地铁'  '精装'  '集中供暖'  '随时看房']
武清,南湖,逸溪苑,118.73,3室2厅2卫,精装修,南,有,暂无数据,暂无数据,有,集中供暖,季付,1000,0,['精装'  '集中供暖'  '双卫生间'  '随时看房']
津南,海河教育园区,天悦风华,15,3室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,1218,121.8,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
河西,马场街,四化里(河西),14,2室1厅1卫,精装修,北,无,民水,民电,有,集中供暖,月付,1564,156.4,['公寓'  '精装'  '集中供暖'  '押一付一']
南开,王顶堤,堤翠家园,11.02,3室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,1428,142.8,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一']
武清,静湖,静湖花园东区,69.12,1室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,季付,1000,0,['精装'  '集中供暖'  '随时看房']
津南,双港,金地格林世界棕榈苑D区,73,1室1厅1卫,精装修,南 北,有,民水,民电,有,集中供暖,季付,2300,0,['精装'  '集中供暖'  '随时看房']
西青,张家窝,海泰都市汇,45.15,1室0厅0卫,精装修,南,有,暂无数据,暂无数据,无,集中供暖,季付,1380,0,['精装'  '集中供暖'  '非居住房屋']
河西,尖山,天物郁江溪岸,7.3,3室1厅1卫,精装修,北,有,民水,民电,有,集中供暖,月付,1144,114.4,['公寓'  '精装'  '集中供暖'  '押一付一'  '随时看房']
河西,陈塘庄,中海寰宇天下,11,3室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,1200,120,['公寓'  '月租'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
津南,辛庄,美的云熙府,105,3室2厅2卫,精装修,东南,无,民水,民电,有,集中供暖,需咨询,2900,0,['精装'  '集中供暖'  '双卫生间']
西青,精武镇,保利·和光尘樾,78.6,2室1厅1卫,精装修,南 北,有,民水,民电,有,集中供暖,季付,2500,250,['新上'  '近地铁'  '精装'  '集中供暖'  '随时看房']
和平,体育馆街,诚基经贸中心,50.2,1室1厅1卫,精装修,南,有,民水,民电,无,集中供暖,月付,3391,339.1,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一']
北辰,宜兴埠,金地艺城华府北润华庭,5.9,4室1厅1卫,精装修,北,有,民水,民电,有,集中供暖,月付,766,76.6,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一']
河北,新开河,盛和家园,53.3,1室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,季付,1400,0,['精装'  '集中供暖'  '随时看房']
河东,春华街,鑫泰家园,166,5室2厅4卫,精装修,南,无,民水,民电,有,集中供暖,季付,5200,0,['近地铁'  '精装'  '集中供暖']
河北,望海楼,金波里,50.7,1室1厅1卫,精装修,南,无,暂无数据,暂无数据,有,集中供暖,季付,1800,0,['近地铁'  '精装'  '集中供暖'  '随时看房']
滨海新区,中新生态城,力高二期逸海苑,74,2室2厅1卫,精装修,南,有,暂无数据,民电,有,集中供暖,季付,1400,0,['精装'  '集中供暖'  '随时看房']
红桥,咸阳北路,本溪楼,62,2室1厅1卫,精装修,南 北,无,民水,民电,有,集中供暖,季付,1600,0,['精装'  '集中供暖'  '随时看房']
南开,王顶堤,融创中心,45,1室1厅1卫,精装修,西,有,商水,商电,有,集中供暖,月付,3076,307.6,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一']
塘沽,新港,贻芳嘉园,108,2室2厅1卫,精装修,南 北,有,民水,民电,有,集中供暖,季付,2300,0,['精装'  '集中供暖'  '随时看房']
和平,新兴街,振河里,40.43,1室1厅1卫,精装修,南,无,民水,民电,有,集中供暖,月付,2793,279.3,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
北辰,瑞景居住区,瑞宁嘉园,9.9,3室1厅1卫,精装修,北,无,民水,民电,有,集中供暖,月付,1039,103.9,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一']
静海,团泊东,光耀雅苑,234.61,4室2厅3卫,精装修,南,无,暂无数据,暂无数据,有,集中供暖,年付,4200,0,['精装'  '集中供暖'  '随时看房']
武清,武清其它,麒麟公馆,45,1室1厅1卫,精装修,南,有,商水,商电,有,集中供暖,季付,1600,0,['精装'  '集中供暖'  '随时看房'  '非居住房屋']
河西,友谊路,津铁和苑,12,3室1厅1卫,精装修,东南,有,民水,民电,有,集中供暖,月付,1250,125,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房'  '非居住房屋']
西青,张家窝,万科四季文园,9,3室1厅2卫,精装修,北,无,民水,民电,有,集中供暖,月付,903,90.3,['公寓'  '精装'  '集中供暖'  '押一付一']
津南,咸水沽,新城吾悦广场,12.9,4室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,1144,114.4,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一']
红桥,咸阳北路,凤城楼,31,1室1厅1卫,精装修,南,无,民水,民电,有,集中供暖,月付,2268,226.8,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
河西,下瓦房,新海大厦,10.5,5室1厅2卫,精装修,南,有,民水,民电,有,集中供暖,季付,1150,115,['公寓'  '月租'  '精装'  '独立阳台'  '集中供暖'  '随时看房']
津南,双港,联东U谷研创产业园,450,8室4厅2卫,精装修,南 北,无,暂无数据,暂无数据,暂无数据,暂无数据,季付,11000,0,['精装'  '双卫生间']
西青,张家窝,金融街融汇,21,3室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,1638,163.8,['公寓'  '精装'  '集中供暖'  '押一付一']
津南,海河教育园区,融创中央学府东区,13.8,3室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,1081,108.1,['公寓'  '精装'  '集中供暖'  '押一付一']
河东,太阳城,太阳城皓林园,10.5,3室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,1186,118.6,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
南开,王顶堤,鹤园北里,15,2室1厅1卫,精装修,东,无,民水,民电,有,集中供暖,月付,1459,145.9,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
塘沽,杭州道,贻兴园,95,2室2厅1卫,精装修,南 北,无,民水,民电,有,集中供暖,季付,1500,0,['精装'  '集中供暖']
武清,杨村,松鹤园,85,2室1厅1卫,精装修,南 北,无,商水,商电,有,集中供暖,年付,1600,0,['精装'  '集中供暖']
河西,下瓦房,新海大厦,12,4室1厅1卫,精装修,西,有,民水,民电,有,集中供暖,月付,1100,110,['公寓'  '月租'  '精装'  '集中供暖'  '押一付一']
红桥,双环邨,振业名邸,10,3室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,1144,114.4,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
北辰,宜兴埠,宜居园,87.19,2室1厅1卫,精装修,南 北,有,民水,民电,有,集中供暖,月付,2400,1200,['租住保障'  '公寓'  '独立卫生间'  '近地铁'  '精装'  '独立阳台'  '集中供暖'  '押一付一']
河东,中山门街,民族园,56.59,1室1厅1卫,精装修,东,有,民水,民电,有,集中供暖,季付,2000,0,['精装'  '集中供暖']
西青,精武镇,格调松间,6.5,5室1厅1卫,精装修,北,有,民水,民电,有,集中供暖,月付,976,97.6,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
北辰,宜兴埠,宜达园,51.13,1室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,1800,1200,['租住保障'  '公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一']
南开,体育中心街,阳光壹佰北园,26.2,2室1厅0卫,精装修,西,有,民水,民电,有,集中供暖,月付,2446,244.6,['公寓'  '独立卫生间'  '精装'  '独立阳台'  '集中供暖'  '押一付一']
西青,精武镇,国兴佳园,12.7,3室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,1249,124.9,['公寓'  '精装'  '独立阳台'  '集中供暖'  '押一付一']
西青,李七庄,融泰城,12.8,5室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,1533,153.3,['公寓'  '独立卫生间'  '精装'  '集中供暖'  '押一付一'  '随时看房']
南开,王顶堤,晋宁北里,14.6,2室1厅1卫,精装修,南,无,民水,民电,有,集中供暖,月付,1743,174.3,['公寓'  '近地铁'  '精装'  '独立阳台'  '集中供暖'  '押一付一']
西青,中北镇,云锦世家,18.2,3室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,1396,139.6,['公寓'  '精装'  '集中供暖'  '押一付一'  '随时看房']
武清,东蒲洼街,悦光年,41.8,2室1厅1卫,精装修,南,有,暂无数据,暂无数据,无,集中供暖,季付,1300,0,['精装'  '集中供暖'  '非居住房屋']
西青,张家窝,社会山西苑,8.5,4室1厅1卫,精装修,北,有,民水,民电,有,集中供暖,月付,934,93.4,['公寓'  '精装'  '集中供暖'  '押一付一']
西青,张家窝,招商公园1872,6.6,4室1厅1卫,精装修,北,有,民水,民电,有,集中供暖,月付,871,87.1,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
南开,体育中心街,奥城公寓,114.59,3室1厅1卫,精装修,南,有,民水,民电,无,自采暖,季付,5500,0,['近地铁'  '精装'  '非居住房屋']
津南,双港,金秋新苑,10.49,3室1厅1卫,精装修,南,无,民水,民电,有,集中供暖,月付,1323,132.3,['公寓'  '近地铁'  '精装'  '独立阳台'  '集中供暖'  '押一付一']
武清,下朱庄,富兴领寓,50.29,2室1厅2卫,精装修,北,有,商水,商电,有,集中供暖,季付,1200,0,['精装'  '集中供暖'  '双卫生间'  '随时看房'  '非居住房屋']
河西,挂甲寺,景兴西里,35,1室1厅1卫,精装修,南,无,民水,民电,有,集中供暖,月付,2719,271.9,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
滨海新区,中新生态城,力高阳光海岸,117.55,3室2厅1卫,精装修,南 北,无,暂无数据,暂无数据,有,暂无数据,季付,1500,0,['精装']
河东,太阳城,太阳城皓林园,8.8,4室1厅1卫,精装修,北,有,民水,民电,有,集中供暖,月付,1008,100.8,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一']
南开,嘉陵道街,泊江东里,14,2室1厅1卫,精装修,南,无,民水,民电,有,集中供暖,月付,1669,166.9,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一']
武清,武清其它,碧桂园莫奈的湖,108.28,3室2厅1卫,精装修,南 北,有,民水,民电,有,集中供暖,季付,1100,0,['精装'  '集中供暖']
河北,铁东路,志成东里,72.08,3室1厅1卫,精装修,东南,无,民水,民电,有,集中供暖,半年付,2300,0,['精装'  '集中供暖']
北辰,宜兴埠,远洋未来城,11.8,3室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,1150,115,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
西青,张家窝,保利拾光年,8.73,3室1厅1卫,精装修,北,有,民水,民电,有,集中供暖,月付,1081,108.1,['公寓'  '精装'  '集中供暖'  '押一付一'  '随时看房']
西青,精武镇,万科翡翠大道,9,3室1厅1卫,精装修,北,有,民水,民电,有,集中供暖,月付,1249,124.9,['公寓'  '月租'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
河北,月牙河,琴江公寓,51.86,1室1厅1卫,精装修,南 北,无,民水,民电,有,集中供暖,季付,1500,0,['精装'  '集中供暖']
河西,挂甲寺,新城小区,14.7,2室1厅1卫,精装修,南,无,民水,民电,有,集中供暖,月付,1711,171.1,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
北辰,宜兴埠,远洋未来城,14.2,3室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,1250,125,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
河西,天塔街,宾水南里,55.33,2室1厅1卫,精装修,东南,无,民水,民电,有,集中供暖,季付,2500,0,['近地铁'  '精装'  '集中供暖']
河东,中山门街,互助南里,27.55,1室1厅1卫,精装修,北,无,民水,民电,有,集中供暖,月付,2341,234.1,['公寓'  '精装'  '集中供暖'  '押一付一']
河西,陈塘庄,中冶德贤公馆,19.43,4室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,1669,166.9,['公寓'  '近地铁'  '精装'  '独立阳台'  '集中供暖'  '押一付一'  '随时看房']
河东,太阳城,路劲太阳城皓阳园,15,3室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,1150,115,['公寓'  '月租'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
南开,万兴街,三潭东里,24.47,1室1厅1卫,精装修,北,无,民水,民电,有,集中供暖,月付,2551,255.1,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一']
东丽,华明镇,华润橡树湾仰润轩,82,2室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,季付,2300,0,['精装'  '集中供暖']
西青,张家窝,津洲花园,65,2室1厅1卫,精装修,南,无,暂无数据,暂无数据,有,集中供暖,季付,2500,0,['精装'  '集中供暖']
河西,陈塘庄,天房六合国际,10.8,3室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,1459,145.9,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
河东,中山门街,丰乐里,64.49,2室1厅1卫,精装修,北,无,民水,民电,有,集中供暖,月付,2866,286.6,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一']
北辰,宜兴埠,金地艺城华府北润华庭,12.7,4室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,1039,103.9,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
西青,精武镇,旭辉燕南园,9.4,3室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,903,90.3,['公寓'  '精装'  '集中供暖'  '押一付一'  '随时看房']
武清,高村,首创国际半岛采薇雅苑,86,2室2厅1卫,精装修,南,有,民水,民电,有,自采暖,季付,1600,0,['精装'  '随时看房']
河东,春华街,巨福园公寓,54,1室1厅1卫,精装修,南,有,暂无数据,暂无数据,无,集中供暖,季付,2300,0,['近地铁'  '精装'  '集中供暖']
南开,水上公园街,水云花园,369.39,5室2厅3卫,精装修,南 北,无,民水,民电,有,集中供暖,季付,29800,0,['精装'  '集中供暖']
南开,嘉陵道街,泊江东里,13.56,3室1厅1卫,精装修,南,无,民水,民电,有,集中供暖,月付,1501,150.1,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
红桥,邵公庄,西青道楼,15,2室1厅1卫,精装修,南,无,民水,民电,有,集中供暖,月付,1428,142.8,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
开发区,第三大街,星缘轩,130,2室2厅1卫,精装修,南 北,有,民水,民电,有,集中供暖,季付,3800,0,['近地铁'  '精装'  '集中供暖']
静海,团泊东,泊湖林奇郡,188,4室2厅3卫,精装修,南 北,无,暂无数据,暂无数据,有,集中供暖,季付,3900,0,['精装'  '集中供暖']
武清,佛罗伦萨,经纬城市绿洲华清家园,62,1室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,季付,1500,0,['精装'  '集中供暖'  '随时看房']
东丽,华明镇,大唐印象唐槿苑,11.6,4室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,934,93.4,['公寓'  '精装'  '集中供暖'  '押一付一'  '随时看房']
南开,鼓楼街,天津壹街区静德花园,16.1,3室1厅1卫,精装修,北,有,民水,民电,有,集中供暖,月付,1743,174.3,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
津南,辛庄,首创悦山郡,10.77,4室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,934,93.4,['公寓'  '月租'  '精装'  '集中供暖'  '押一付一'  '随时看房']
西青,张家窝,津门正荣府,8.5,4室1厅1卫,精装修,北,有,民水,民电,有,集中供暖,月付,976,97.6,['公寓'  '精装'  '集中供暖'  '押一付一']
津南,八里台,中海国际公园城望湖苑,115,3室2厅1卫,精装修,南 北,有,民水,民电,有,集中供暖,季付,1600,0,['精装'  '集中供暖']
西青,张家窝,招商公园1872,7.75,4室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,976,97.6,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
西青,精武镇,万科翡翠大道,14.3,4室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,1459,145.9,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
西青,精武镇,金地艺墅家芸泽苑,12,4室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,1669,166.9,['公寓'  '独立卫生间'  '月租'  '精装'  '集中供暖'  '押一付一'  '随时看房']
津南,辛庄,首创悦山郡,11.5,3室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,934,93.4,['公寓'  '精装'  '集中供暖'  '押一付一']
河西,陈塘庄,四季馨园,95.24,2室1厅1卫,精装修,南 北,无,民水,民电,有,集中供暖,季付,3100,0,['近地铁'  '精装'  '集中供暖'  '随时看房']
津南,咸水沽,世茂璀璨公园,125,3室2厅2卫,精装修,南,有,民水,民电,有,集中供暖,季付,2400,0,['精装'  '集中供暖'  '双卫生间'  '随时看房']
津南,八里台,中海国际公园城,125.79,3室2厅2卫,精装修,南 北,有,民水,民电,有,集中供暖,季付,2000,0,['精装'  '集中供暖'  '双卫生间'  '随时看房']
北辰,瑞景居住区,艺术家园,11.1,5室1厅2卫,精装修,南,无,民水,民电,有,集中供暖,月付,1144,114.4,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
东丽,空港经济区,名居花园,8.8,3室1厅1卫,精装修,北,有,民水,民电,有,集中供暖,月付,1249,124.9,['公寓'  '精装'  '集中供暖'  '押一付一'  '随时看房']
滨海新区,中新生态城,天铂澄园,99,3室1厅1卫,精装修,南 北,有,民水,民电,有,集中供暖,季付,2500,0,['精装'  '集中供暖']
武清,东蒲洼街,悦光年,33,1室1厅1卫,精装修,南,有,商水,商电,无,集中供暖,季付,1100,0,['精装'  '集中供暖'  '非居住房屋']
西青,张家窝,津门正荣府,8.2,3室1厅1卫,精装修,北,有,民水,民电,有,集中供暖,月付,976,97.6,['公寓'  '精装'  '集中供暖'  '押一付一'  '随时看房']
南开,水上公园街,阳光100天塔喜马拉雅,53.58,1室1厅1卫,精装修,北,有,民水,民电,有,集中供暖,月付,4861,486.1,['公寓'  '精装'  '集中供暖'  '押一付一']
南开,长虹街,宜川北里,33,1室1厅1卫,精装修,南,无,民水,民电,有,集中供暖,月付,2719,271.9,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
津南,八里台,融创星耀五洲,106.24,3室2厅2卫,精装修,南,有,民水,民电,有,集中供暖,季付,1900,0,['精装'  '集中供暖'  '双卫生间']
南开,万兴街,龙井里,16.9,2室1厅1卫,精装修,南,无,民水,民电,有,集中供暖,月付,1660,166,['公寓'  '月租'  '近地铁'  '精装'  '独立阳台'  '集中供暖'  '押一付一'  '随时看房']
滨海新区,中新生态城,ParkTower景杉,78,2室2厅1卫,精装修,南,有,民水,民电,有,集中供暖,季付,2200,0,['精装'  '集中供暖'  '随时看房']
西青,张家窝,社会山西苑,7.5,4室1厅1卫,精装修,北,有,民水,民电,有,集中供暖,月付,871,87.1,['公寓'  '精装'  '集中供暖'  '押一付一'  '随时看房']
红桥,丁字沽街,风采里,9.84,2室1厅1卫,精装修,北,无,民水,民电,有,集中供暖,月付,1323,132.3,['公寓'  '近地铁'  '精装'  '独立阳台'  '集中供暖'  '押一付一'  '随时看房']
滨海新区,汉沽,四季花苑,116,3室1厅2卫,精装修,南 北,无,民水,民电,有,集中供暖,季付,1500,0,['精装'  '集中供暖'  '双卫生间']
西青,张家窝,津门正荣府,6.4,4室1厅1卫,精装修,北,无,民水,民电,有,集中供暖,月付,829,82.9,['公寓'  '精装'  '集中供暖'  '押一付一']
西青,李七庄,五矿榕园,454,5室3厅3卫,精装修,南,无,民水,民电,有,集中供暖,季付,29000,0,['精装'  '集中供暖'  '随时看房']
和平,体育馆街,诚基经贸中心,60.7,1室1厅1卫,精装修,东,有,民水,民电,有,集中供暖,月付,3139,313.9,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
和平,南市,同庆后,33,1室1厅1卫,精装修,北,无,民水,民电,有,集中供暖,月付,2719,271.9,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一']
津南,双港,柳景家园,65,1室1厅1卫,精装修,南,有,暂无数据,暂无数据,有,集中供暖,季付,1700,0,['精装'  '集中供暖']
南开,水上公园街,天房崇德园,13.4,3室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,1638,163.8,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
东丽,空港经济区,皇冠国际公寓,113,2室2厅1卫,精装修,东,有,商水,商电,无,集中供暖,季付,4000,0,['精装'  '集中供暖'  '非居住房屋']
津南,双港,金地格林世界棕榈苑D区,12.3,3室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,1144,114.4,['公寓'  '近地铁'  '精装'  '集中供暖'  '押一付一'  '随时看房']
